airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,negative_score,positive_score,neutral_score,compound_score,NltkResult,TextBlob Polarity Score,Textblob PolarityResult sentiment,TextBlob Subjectivity Score,Textblob SubjectivityResult sentiment,Happy,Angry,Surprise,Sad,Fear,emotionResult
negative,1,Lost Luggage,1,American,OnePoundOne,0,americanair arminrosen ggreenwald tell piece fucked exclusively life,22-02-2015 20:50,40.7507,-73.9787,0.386,0,0.614,-0.6597,negative,-0.6,negative,-0.6,Very Objective,0.33,0,0,0.33,0.33,happy
negative,1,Customer Service Issue,1,American,sarrraright,0,americanair continued contacting phone reps hours still unable absurd livid,22-02-2015 20:49,40.7098,-74.0149,0.28,0,0.72,-0.5423,negative,-0.5,negative,-0.5,Very Objective,0,0.5,0,0.5,0,angry
positive,1,,0,American,papenfold,0,americanair thanks,22-02-2015 20:48,40.7098,-74.0149,0,0.744,0.256,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
neutral,1,,0,American,TannerSayre,0,americanair probably money bensonhenderson said cowboycerrone,22-02-2015 20:48,40.7497,-74.003,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
negative,0.6825,Customer Service Issue,0.3509,American,wadekoehler,0,americanair gate agent seriously beyond incompetent never flying avoided fail pathetic,22-02-2015 20:48,40.7261,-74.0077,0.438,0.252,0.31,-0.5594,negative,-0.545833333,negative,-0.545833333,Very Objective,0,0,0,0.5,0.5,sad
neutral,0.6707,,0,American,Cbarker5,0,americanair going speak customer service airport tomorrow morning options need flight tomorrow,22-02-2015 20:48,40.7352,-73.99,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
neutral,0.6463,,0,American,SXSEFoodCo,0,americanair status update flight going make home tonight,22-02-2015 20:47,40.6838,-74.1938,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0.67,0.33,sad
positive,1,,0,American,itsNGHTMRE,0,americanair hotel thank,22-02-2015 20:47,40.759,-73.9806,0,0.556,0.444,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.6589,American,mjsorci,0,americanair almost million miles loyal going reciprocate joke,22-02-2015 20:46,40.7672,-73.9668,0,0.456,0.544,0.617,positive,0.333333333,positive,0.333333333,Objective,0.5,0,0,0,0.5,happy
negative,1,Customer Service Issue,1,American,troubledsoul99,0,americanair thank holding apologize delay answering call speak representative please continue hold,22-02-2015 20:46,40.738,-73.9906,0.139,0.376,0.485,0.4404,positive,0,neutral,0,Very Objective,0,0,0,0.67,0.33,sad
negative,1,Bad Flight,0.6952,American,breakthemark,0,americanair weather involved,22-02-2015 20:45,40.7203,-74.0119,0,0,1,0,neutral,0,neutral,0,Very Objective,0.5,0,0,0,0.5,happy
negative,1,Customer Service Issue,1,American,dogbuckeye,0,americanair dogbuckeye hold hours diff agents different information frustrating kept getting txfd,22-02-2015 20:44,40.7723,-73.926,0.209,0,0.791,-0.4404,negative,-0.2,negative,-0.2,Very Objective,0,1,0,0,0,angry
negative,1,Customer Service Issue,1,American,troubledsoul99,0,americanair still hold wondering hours minutes counting servicefail onholdforever suboptimal,22-02-2015 20:44,41.2129,-73.7355,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Flight Attendant Complaints,1,American,wadekoehler,0,americanair never seen incompetency gate agent years business travel gate agent needs training,22-02-2015 20:42,40.7605,-73.9716,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.6579,Customer Service Issue,0.6579,American,nrosenb1,0,americanair nrosenb says changes cannot made online,22-02-2015 20:42,40.721,-73.9994,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0.5,0,surprise
neutral,1,,0,American,TheByronCraig,0,americanair status flights tuesday dallas,22-02-2015 20:41,40.6914,-73.9898,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Cancelled Flight,0.6753,American,nickcunningham1,0,americanair cancelled flightled flight cannot someone phone rebook hour wait minimum service,22-02-2015 20:40,40.7625,-73.9721,0.154,0,0.846,-0.25,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,0.6795,American,brooklynbrood,0,americanair tomorrow cancelled flighted waiting call back need,22-02-2015 20:40,40.7393,-73.9818,0.222,0,0.778,-0.25,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Customer Service Issue,0.6965,American,MeganStephens74,0,americanair usairways meals also company care customers truly disgraceful,22-02-2015 20:40,40.7447,-73.9954,0,0.466,0.534,0.7269,positive,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Can't Tell,1,American,Nutz_80,0,americanair best example worst company cowboycerrone,22-02-2015 20:40,40.7814,-73.957,0.333,0.341,0.325,0.0258,positive,0,neutral,0,Very Objective,0,0,0.5,0.5,0,surprise
negative,1,Can't Tell,0.6684,American,MeganStephens74,0,americanair usairways cost vacation hotel stay boarding airport parking,22-02-2015 20:39,40.6466,-73.7897,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0.25,0.25,0,0.5,fear
positive,1,,0,American,mosdefmikey,0,americanair bags morning thanks,22-02-2015 20:39,40.7586,-73.9691,0,0.492,0.508,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
positive,1,,0,American,the_Dyp,0,americanair joanna wonderful flight booked friendly helpful agent stressful thank,22-02-2015 20:38,40.7441,-73.992,0.161,0.595,0.244,0.836,positive,0.6875,positive,0.6875,Subjective,0.67,0,0.33,0,0,happy
negative,1,Flight Attendant Complaints,0.6646,American,MeganStephens74,0,americanair usairways spoken employees truly disgusting save pain anyone else,22-02-2015 20:37,40.6849,-73.998,0.356,0.324,0.319,-0.1531,negative,-1,negative,-1,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Customer Service Issue,0.681,American,Taylorgnomey,0,americanair home late flight thanks service centre plan involved flight legs across full days,22-02-2015 20:37,40.726,-74.0008,0,0.182,0.818,0.4404,positive,0.083333333,positive,0.083333333,Very Objective,0.25,0,0,0.5,0.25,sad
negative,1,Lost Luggage,1,American,mjsorci,0,americanair losing hard care priority cont care,22-02-2015 20:37,40.7693,-73.8868,0.299,0.478,0.224,0.5267,positive,-0.291666667,negative,-0.291666667,Very Objective,0,0.5,0,0.5,0,angry
positive,1,,0,American,PhilHagen,0,americanair worries thanks straight story appreciated,22-02-2015 20:35,40.7179,-73.9839,0.217,0.628,0.155,0.6486,positive,0.2,positive,0.2,Objective,0.5,0,0,0.5,0,happy
neutral,0.3455,,0,American,roblasvegas,0,americanair thank response book tried number airways number time pick,22-02-2015 20:33,40.7655,-73.9721,0,0.421,0.579,0.4767,positive,0,neutral,0,Very Objective,0,0,0,0.33,0.67,fear
negative,1,Late Flight,0.3745,American,MeganStephens74,0,americanair destination waiting hours missing second flight luggage made flight though,22-02-2015 20:31,40.7645,-73.9779,0.18,0,0.82,-0.296,negative,-0.1,negative,-0.1,Very Objective,0,0,0.25,0.75,0,sad
neutral,1,,0,American,TheByronCraig,0,americanair flights dallas tuesday going cancelled flightled correct,22-02-2015 20:30,40.7583,-73.9922,0.222,0,0.778,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Lost Luggage,1,American,pet1713,0,americanair luggage forgot oscar,22-02-2015 20:30,40.7698,-73.8644,0,0,1,0,neutral,0,neutral,0,Very Objective,0,1,0,0,0,angry
negative,1,Flight Attendant Complaints,0.6287,American,MeganStephens74,0,americanair cost vacation rude woman tell another country figure,22-02-2015 20:30,40.7605,-73.9749,0.273,0,0.727,-0.4588,negative,-0.3,negative,-0.3,Very Objective,0,0,0.67,0.33,0,surprise
negative,1,Can't Tell,0.6636,American,ScoJo262,0,americanair really help cowboycerrone getting publicity right willneverflywithyou,22-02-2015 20:29,40.765,-73.9828,0,0.3,0.7,0.4576,positive,0.242857143,positive,0.242857143,Objective,0,0,0.67,0,0.33,surprise
neutral,1,,0,American,joeyquart,0,americanair flight number,22-02-2015 20:28,40.7408,-73.9788,0,0.394,0.606,0.0772,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
neutral,0.6826,,0,American,judya25,0,americanair looks like mistake,22-02-2015 20:28,40.7296,-74.007,0.348,0.362,0.29,0.0258,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Lost Luggage,1,American,LanaFBernstein,0,americanair lost lesliewolfson luggage flight yesterday morning miami newyork response luggage,22-02-2015 20:27,40.7564,-73.9703,0.187,0,0.813,-0.3182,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
positive,0.7014,,0,American,marystanforddc,0,americanair helpful,22-02-2015 20:27,40.7558,-73.9766,0,0.737,0.263,0.4215,positive,0,neutral,0,Very Objective,1,0,0,0,0,happy
neutral,0.6708,,0,American,lexdangelo,0,americanair gate plane,22-02-2015 20:27,40.6925,-73.9717,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6916,,0,American,TacoDangerous,0,americanair take care cowboycerrone please thanks,22-02-2015 20:26,40.7688,-73.9877,0,0.737,0.263,0.8126,positive,0.2,positive,0.2,Objective,0,0,0,1,0,sad
positive,0.7125,,0,American,nlrphoto,0,americanair nlrphoto beautiful photos would marketing dept interested buying,22-02-2015 20:26,40.7644,-73.9709,0,0.485,0.515,0.765,positive,0.55,positive,0.55,Neutral,0.5,0,0,0,0.5,happy
neutral,0.6727,,0,American,KellyOlexa,0,americanair worries swamped know back thank,22-02-2015 20:25,40.7427,-73.9923,0.301,0.269,0.43,-0.0772,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
positive,1,,0,American,joeyquart,0,americanair made worries guys good tonight even espn coachmack flight firstclass,22-02-2015 20:24,40.7257,-74.0018,0.19,0.197,0.612,0.0258,positive,0.7,positive,0.7,Subjective,0.33,0,0,0.67,0,sad
negative,1,Customer Service Issue,1,American,BobTheBruin,0,americanair answering fast mean hanging every call,22-02-2015 20:24,40.7657,-73.9614,0,0,1,0,neutral,-0.05625,negative,-0.05625,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,0.7023,American,clara_ennist,0,americanair least automated message gives info merger usairways another airline know avoid,22-02-2015 20:23,40.7355,-74.0069,0.167,0,0.833,-0.296,negative,-0.3,negative,-0.3,Very Objective,0,0,0,0,1,fear
neutral,0.6719,,0,American,TinaHovsepian,0,americanair done hope offer something,22-02-2015 20:22,40.7422,-73.9949,0,0.42,0.58,0.4404,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Late Flight,0.6409,American,clara_ennist,0,americanair wait became claimed sent email yeah never happened flydelta,22-02-2015 20:22,40.7387,-73.9874,0,0.196,0.804,0.296,positive,0,neutral,0,Very Objective,0,0,0.67,0,0.33,surprise
negative,1,Customer Service Issue,0.6574,American,KarineDelage,1,americanair wait phone worst customer services trying know suitcase angry,22-02-2015 20:21,40.7615,-73.9666,0.481,0,0.519,-0.8126,negative,-0.75,negative,-0.75,Very Objective,0,0.33,0.33,0.33,0,angry
negative,1,Can't Tell,0.3471,American,jcarney6,0,americanair take care cowboycerrone flight screw,22-02-2015 20:21,40.7236,-74.0051,0.163,0.372,0.465,0.4215,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,0.7156,American,tryingitout1357,0,americanair experience reservations service tried patient disconnects record conv,22-02-2015 20:19,40.7668,-73.9788,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,0.6407,American,MicMontgomery,0,americanair info cancelled flightled flight tomorrow morning cannot calls speak anyone,22-02-2015 20:16,40.7394,-73.9885,0.167,0,0.833,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Can't Tell,1,American,bjwellington,0,americanair ticks,22-02-2015 20:14,40.7446,-74.0045,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6799,,0,American,fverver,0,americanair news,22-02-2015 20:12,40.7958,-73.9703,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.68,Customer Service Issue,0.68,American,ThatLittleAnt,2,americanair thanks info super large passengers extra seat needed sitting already customerservice,22-02-2015 20:12,40.7154,-73.9972,0,0.405,0.595,0.7783,positive,0.186904762,positive,0.186904762,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,1,American,ShaneHoover,0,americanair today longer preferred airline,22-02-2015 20:10,40.751,-73.9829,0,0,1,0,neutral,0,neutral,0,Very Objective,1,0,0,0,0,happy
negative,0.6688,Late Flight,0.6688,American,georgetietjen,0,americanair thanks hours inflight hotel hang travel delays team,22-02-2015 20:08,40.7464,-73.9835,0,0.266,0.734,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,C2Next,1,americanair appreciate system busy call automated system hang helpful,22-02-2015 20:07,40.7579,-73.9736,0,0.44,0.56,0.6705,positive,0.1,positive,0.1,Very Objective,0.4,0,0,0,0.6,fear
negative,1,Cancelled Flight,1,American,LaurenCSands,0,americanair next time flight cancelled flightled would appreciate indication email text carrier pigeon even warn check,22-02-2015 20:06,40.6525,-73.973,0.178,0.141,0.681,0.0772,positive,0,neutral,0,Very Objective,0.33,0,0,0,0.67,fear
negative,0.6748,Customer Service Issue,0.3521,American,darcisays,0,americanair nope rebooked,22-02-2015 20:06,40.7246,-73.9973,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6642,,0,American,luisperez27,0,americanair online flight notification,22-02-2015 20:05,40.6938,-73.9883,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Flight Booking Problems,0.3406,American,PDQuigley,0,americanair platinum flying usair stranded answering phones rebook please help,22-02-2015 20:05,40.7583,-73.969,0,0.385,0.615,0.6124,positive,0,neutral,0,Very Objective,0,0,0.5,0.5,0,surprise
negative,1,Customer Service Issue,1,American,Conor_McCormack,0,americanair paulo taking today colleagues tell thing,22-02-2015 20:02,40.7302,-73.9948,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.67,0.33,0,surprise
neutral,1,,0,American,luisperez27,0,americanair flight tomorrow status please thanks,22-02-2015 20:01,40.7207,-74.0325,0,0.565,0.435,0.6369,positive,0.2,positive,0.2,Objective,0,0,0,1,0,sad
negative,1,Customer Service Issue,1,American,FrankoBlanco,0,americanair cannot change flights enough operators handle calls unacceptable americanairlines,22-02-2015 20:00,40.7207,-74.0325,0.25,0,0.75,-0.4588,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,0.671,,0,American,georgetietjen,0,americanair plate flight dealing cancelled flightlations weather tonite important know respond,22-02-2015 19:56,40.7187,-73.9546,0.156,0.141,0.703,-0.0516,negative,0.4,positive,0.4,Neutral,1,0,0,0,0,happy
negative,1,Late Flight,0.7059,American,monumentsinking,0,americanair flight delayed flight sold seat flight strand three hours thanks memories,22-02-2015 19:54,40.7704,-73.8755,0.128,0.196,0.676,0.25,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
negative,1,Bad Flight,0.6852,American,JoeMcMullenJr,0,americanair paid extra seat monitor work refund seat conf mdbeei mcmullen,22-02-2015 19:54,40.7614,-73.9867,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Flight Attendant Complaints,1,American,alxmdavis,0,americanair nice would helpful flight attendants instead rude nasty ones employ whyareyouyelling,22-02-2015 19:54,40.7386,-73.9854,0.327,0.277,0.396,-0.25,negative,-0.233333333,negative,-0.233333333,Very Objective,0.33,0,0.17,0,0.5,fear
negative,1,Customer Service Issue,0.3539,American,squishtine,0,americanair however seats assign never together want husband impossible,22-02-2015 19:54,40.7236,-74.0027,0.133,0,0.867,-0.0572,negative,-0.666666667,negative,-0.666666667,Very Objective,0,0,1,0,0,surprise
neutral,1,,0,American,farfalla818,0,americanair luck,22-02-2015 19:53,40.7208,-73.9867,0,0.75,0.25,0.4588,positive,0,neutral,0,Very Objective,1,0,0,0,0,happy
neutral,0.6735,,0,American,fromtheleftseat,0,americanair group cancelled flights close thousand flights monday vradykep,22-02-2015 19:49,40.7493,-73.98,0.2,0,0.8,-0.25,negative,0,neutral,0,Very Objective,0.5,0,0.5,0,0,happy
negative,0.6405,Customer Service Issue,0.3306,American,watlouismykilla,0,americanair almost days still frozen thanks doll,22-02-2015 19:48,40.7605,-73.98,0,0.326,0.674,0.4404,positive,0.2,positive,0.2,Objective,1,0,0,0,0,happy
negative,1,longlines,0.6531,American,zinnian0,0,americanair line people rebook virtual hold rebook line hangs call back upazefdl,22-02-2015 19:45,40.7419,-74.0076,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,1,American,pdubs411,0,americanair found flight tomorrow cancelled flightled queue callback hours still nothing rebooked,22-02-2015 19:44,40.7621,-73.9719,0.154,0,0.846,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,American,luisperez27,0,americanair looking status flight schedule tomorrow morning thank,22-02-2015 19:44,40.7455,-73.9572,0,0.263,0.737,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,cbratch67,1,americanair thanks canned response makes look like care customers sure twitter users fall,22-02-2015 19:44,40.7496,-73.9798,0,0.548,0.452,0.872,positive,0.35,positive,0.35,Objective,0,0,0.2,0.6,0.2,sad
negative,0.6945,Customer Service Issue,0.6945,American,joerago,0,americanair able push notification logged trip email text,22-02-2015 19:43,40.7561,-73.991,0,0,1,0,neutral,0.5,positive,0.5,Neutral,0,0,0,0,1,fear
negative,0.6556,Can't Tell,0.6556,American,TGDBandit,0,americanair cowboycerrone ratchet airway,22-02-2015 19:42,40.7591,-73.9649,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.6488,Customer Service Issue,0.6488,American,jwat1107,0,americanair check reservation watson kelsey jennings hold hours waiting call back,22-02-2015 19:42,40.7298,-73.9965,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Customer Service Issue,1,American,JesseSheriff,0,americanair spiritairlines worse taking greyhoundbus americanairlines nocustomerservice fail,22-02-2015 19:41,40.7505,-73.979,0.524,0,0.476,-0.765,negative,-0.45,negative,-0.45,Very Objective,0,0,0.5,0.5,0,surprise
negative,0.6169,Cancelled Flight,0.6169,American,taraaleung,0,americanair flight tomorrow cancelled flighted help,22-02-2015 19:41,40.7525,-73.9871,0.23,0.31,0.46,0.1779,positive,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Lost Luggage,1,American,GMFujarski,0,americanair odds picked someone another country says located,22-02-2015 19:40,40.7525,-73.9871,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Can't Tell,0.6322,American,Matt_Fiorello,0,americanair better right thing take care cowboycerrone losing business,22-02-2015 19:40,40.7612,-73.9656,0.177,0.415,0.408,0.5423,positive,0.392857143,positive,0.392857143,Objective,0,0,0.4,0.2,0.4,surprise
negative,1,Cancelled Flight,0.6955,American,rmaurer68,0,americanair waiting call back hours tomorrow cancelled flightled options,22-02-2015 19:37,40.7775,-73.9627,0.2,0,0.8,-0.25,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
neutral,0.7023,,0,American,quadbaconHD,0,americanair already landed still care thanks help though caused failure,22-02-2015 19:34,40.7707,-73.9798,0.182,0.486,0.331,0.6705,positive,-0.058333333,negative,-0.058333333,Very Objective,0,0,0.25,0.5,0.25,sad
negative,1,longlines,1,American,ChrisAgius13,0,americanair staff desk queuing,22-02-2015 19:34,40.7407,-74.0069,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,American,farfalla818,0,americanair anything,22-02-2015 19:33,40.7503,-73.9948,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,TheJoshAbides,0,americanair even worse time responded tweets took flights five hours quickest response,22-02-2015 19:33,40.7243,-73.9493,0.22,0,0.78,-0.4767,negative,-0.4,negative,-0.4,Very Objective,0,0,0.33,0.67,0,sad
negative,1,Customer Service Issue,0.7168,American,TheJoshAbides,0,americanair online record unavailable well could anyone phone,22-02-2015 19:32,40.7218,-74.0011,0,0.231,0.769,0.2732,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,JesseSheriff,0,americanair boyfriend picks calls cancelled flightedflight nocustomerservice americanairlines fail,22-02-2015 19:32,40.7566,-73.9766,0.44,0,0.56,-0.6705,negative,-0.5,negative,-0.5,Very Objective,0,0,0,0,0,Neutral
negative,0.6533,Bad Flight,0.6533,American,fuzzygoats,0,americanair suggestion note seat maps seats electronics blocking legroom hcnnwxqqr,22-02-2015 19:31,40.7523,-73.9884,0.224,0,0.776,-0.3818,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.3861,American,cjdjpdx,0,americanair still selling tickets rebooked people arrive destinations time,22-02-2015 19:31,40.7547,-73.9758,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,0.6687,,0,American,danielaud,0,americanair really need anything mentions often negative keep good work gratitude,22-02-2015 19:30,40.7442,-73.9804,0.207,0.346,0.447,0.3612,positive,0.2,positive,0.2,Very Objective,0.2,0,0.2,0.4,0.2,sad
positive,0.7007,,0,American,jwein7,0,americanair americanview sweet home chicago jiclvdts,22-02-2015 19:30,40.7559,-73.9744,0,0.375,0.625,0.4588,positive,0.35,positive,0.35,Objective,0,0,0,1,0,sad
positive,1,,0,American,JessieDax,0,americanair ltaljx morning staff helped problem helpful goodthingscome thanks,22-02-2015 19:30,40.759,-73.9919,0.188,0.396,0.417,0.4588,positive,0.2,positive,0.2,Objective,0.33,0,0.33,0,0.33,happy
negative,1,Customer Service Issue,0.351,American,cjdjpdx,0,americanair shiz minutes wait first hour barrier unbelievable,22-02-2015 19:29,40.7508,-73.9841,0.161,0.194,0.645,0.0772,positive,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Can't Tell,1,American,ra1der7581,0,americanair americanair still screw stuff,22-02-2015 19:28,40.7654,-73.9722,0.259,0,0.741,-0.1027,negative,0,neutral,0,Very Objective,0,1,0,0,0,angry
negative,1,Customer Service Issue,1,American,Jakews82,0,americanair checked said flight moved back explanations answer number,22-02-2015 19:28,40.7694,-73.9851,0,0.14,0.86,0.0772,positive,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Customer Service Issue,0.3663,American,Africanbeauteee,0,americanair employees racist,22-02-2015 19:28,40.7289,-73.985,0.667,0,0.333,-0.6124,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,American,MikeThomas_Says,0,americanair pathetic customer service tags barcodes computers response located,22-02-2015 19:27,40.7198,-73.9578,0.316,0,0.684,-0.5719,negative,-1,negative,-1,Very Objective,0,0,0,1,0,sad
negative,1,Cancelled Flight,1,American,YeahSaidThat,0,americanair hope takes hours home take flight cancelled flightled could staff plane,22-02-2015 19:25,40.7204,-73.9999,0.134,0.195,0.671,0.2263,positive,0,neutral,0,Very Objective,0,0,0.33,0.33,0.33,surprise
negative,1,Customer Service Issue,1,American,JanssenMA,0,americanair souljacoy going utterly embarrassing customer service even answer dang phone,22-02-2015 19:25,40.7616,-73.975,0.224,0,0.776,-0.4391,negative,0,neutral,0,Very Objective,0,0.33,0,0,0.67,fear
negative,0.6579,Customer Service Issue,0.3421,American,dgoot,0,americanair next terminal customer service area,22-02-2015 19:25,40.7701,-73.8647,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,0.6765,Flight Booking Problems,0.6765,American,kathyjazztx,0,americanair gets better passengers rebooked direct airlines whereisthelove whybeaaff,22-02-2015 19:23,40.7722,-73.9863,0,0.266,0.734,0.4404,positive,0.3,positive,0.3,Objective,0,0,0.5,0,0.5,surprise
negative,1,Cancelled Flight,0.6858,American,RachelMader2,0,americanair need speak real person flight cancelled flightled explanation hold hours,22-02-2015 19:23,40.7378,-73.9923,0.167,0,0.833,-0.25,negative,0.2,positive,0.2,Objective,0,0,0,0.5,0.5,sad
negative,1,Can't Tell,1,American,davon_a,0,americanair seriously unhappycustomer,22-02-2015 19:23,40.7329,-74.0041,0.459,0,0.541,-0.1779,negative,-0.333333333,negative,-0.333333333,Very Objective,0,0,0,0,0,Neutral
negative,1,Bad Flight,0.3488,American,JanssenMA,0,americanair duanenclark ever think prepared bringing people anyone business sense,22-02-2015 19:22,40.7406,-73.9988,0,0.174,0.826,0.2263,positive,0,neutral,0,Very Objective,0,0,0.5,0.25,0.25,surprise
negative,1,Customer Service Issue,1,American,cjelinjr,0,americanair wait hours talk someone changed flight,22-02-2015 19:22,40.6896,-73.9719,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Flight Attendant Complaints,0.6719,American,jkhoey,0,americanair gate agents missed connecting flight mexico city happy customer correct,22-02-2015 19:21,40.7645,-73.9808,0.148,0.248,0.604,0.3612,positive,0.8,positive,0.8,Very Subjective,0.5,0,0,0.5,0,happy
neutral,1,,0,American,JulianaSheldon,0,americanair twitter,22-02-2015 19:21,40.7558,-73.9746,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,longlines,0.3521,American,morboywnder,0,americanair point need tell passengers going waiting flight mess,22-02-2015 19:20,40.7459,-74.0039,0.238,0,0.762,-0.3612,negative,-0.175,negative,-0.175,Very Objective,0,0.2,0.4,0.2,0.2,surprise
negative,1,Flight Attendant Complaints,1,American,ChaimOsina,0,americanair rude agent would listen anything would clearly sizer,22-02-2015 19:19,40.7608,-73.9845,0.236,0.213,0.551,-0.0772,negative,-0.1,negative,-0.1,Very Objective,0,0,0.33,0,0.67,fear
negative,1,Late Flight,0.6636,American,ChrisAgius13,0,americanair seriously want wait hours flight prepare family funeral,22-02-2015 19:18,40.7533,-73.9324,0.365,0.113,0.522,-0.4404,negative,-0.333333333,negative,-0.333333333,Very Objective,0,0,0.67,0,0.33,surprise
negative,1,Flight Attendant Complaints,0.692,American,wadekoehler,0,americanair gate agents gate pathetic tonight terrible communication stories changing apathetic,22-02-2015 19:18,40.7581,-73.9806,0.529,0,0.471,-0.8402,negative,-1,negative,-1,Very Objective,0,0.33,0,0.33,0.33,angry
negative,1,Lost Luggage,1,American,JamieCarlsbad,0,americanair worried went hours reunion organized breeze uoaryqpu,22-02-2015 19:18,40.762,-73.9713,0.239,0,0.761,-0.296,negative,0,neutral,0,Very Objective,0,0,0,0.25,0.75,fear
neutral,0.6784,,0,American,JonKohler,0,americanair worries going home denver fault weather sucks,22-02-2015 19:16,40.7386,-73.9899,0.615,0,0.385,-0.7906,negative,-0.3,negative,-0.3,Very Objective,0.25,0,0,0.5,0.25,sad
negative,1,Flight Booking Problems,1,American,clado225,0,americanair tryin voucher book flight last days lines busy plse help flight,22-02-2015 19:14,40.7644,-73.9949,0,0.197,0.803,0.4019,positive,0.05,positive,0.05,Very Objective,0.25,0,0.25,0,0.5,fear
positive,0.6945,,0,American,TimMoore,0,americanair thanks checking cramped made safely flying back tomorrow csddccmvbd,22-02-2015 19:14,40.7487,-74.0035,0,0.433,0.567,0.7269,positive,0.233333333,positive,0.233333333,Objective,0,0,0,0.5,0.5,sad
